LYLTY_CARD_NBR,DATE,STORE_NBR,TXN_ID,PROD_NBR,PROD_NAME,PROD_QTY,TOT_SALES,PACK_SIZE,BRAND,LIFESTAGE,PREMIUM_CUSTOMER
86025,18/07/2018,86,84298,111,Smiths Chip Thinly  Cut Original 175g,2,6,175,SMITHS,YOUNG FAMILIES,Premium
86025,20/07/2018,86,84299,7,Smiths Crinkle      Original 330g,2,11.4,330,SMITHS,YOUNG FAMILIES,Premium
86025,20/02/2019,86,84301,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4,90,SUNBITES,YOUNG FAMILIES,Premium
86025,27/11/2018,86,84302,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,KETTLE,YOUNG FAMILIES,Premium
86025,16/01/2019,86,84304,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4,150,RRD,YOUNG FAMILIES,Premium
86025,16/04/2019,86,84305,109,Pringles Barbeque   134g,2,7.4,134,PRINGLES,YOUNG FAMILIES,Premium
86025,28/05/2019,86,84306,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6,175,SMITHS,YOUNG FAMILIES,Premium
86026,19/08/2018,86,84308,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,5,8.5,90,SUNBITES,OLDER SINGLES/COUPLES,Premium
86026,3/02/2019,86,84309,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6,175,NATURAL,OLDER SINGLES/COUPLES,Premium
86026,28/06/2019,86,84310,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6,175,NATURAL,OLDER SINGLES/COUPLES,Premium
86027,15/05/2019,86,84320,38,Infuzions Mango     Chutny Papadums 70g,2,4.8,70,INFUZIONS,RETIREES,Premium
86027,22/08/2018,86,84311,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2,150,SMITHS,RETIREES,Premium
86027,27/08/2018,86,84312,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4,150,RRD,RETIREES,Premium
86027,20/10/2018,86,84313,91,CCs Tasty Cheese    175g,2,4.2,175,CCS,RETIREES,Premium
86027,5/11/2018,86,84314,83,WW D/Style Chip     Sea Salt 200g,2,3.8,200,WOOLWORTHS,RETIREES,Premium
86027,29/01/2019,86,84316,111,Smiths Chip Thinly  Cut Original 175g,2,6,175,SMITHS,RETIREES,Premium
86027,12/02/2019,86,84317,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,170,DORITOS,RETIREES,Premium
86027,4/04/2019,86,84318,97,RRD Salt & Vinegar  165g,2,6,165,RRD,RETIREES,Premium
86027,11/04/2019,86,84319,43,Smith Crinkle Cut   Bolognese 150g,2,5.2,150,SMITHS,RETIREES,Premium
86027,30/05/2019,86,84321,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,150,KETTLE,RETIREES,Premium
86027,25/06/2019,86,84322,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,RETIREES,Premium
86028,29/10/2018,86,84323,25,Pringles SourCream  Onion 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Premium
86028,6/11/2018,86,84324,10,RRD SR Slow Rst     Pork Belly 150g,2,5.4,150,RRD,OLDER SINGLES/COUPLES,Premium
86028,5/01/2019,86,84325,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4,90,SUNBITES,OLDER SINGLES/COUPLES,Premium
86028,6/03/2019,86,84326,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,170,SMITHS,OLDER SINGLES/COUPLES,Premium
86028,22/05/2019,86,84327,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,170,SMITHS,OLDER SINGLES/COUPLES,Premium
86028,25/06/2019,86,84328,67,RRD Chilli&         Coconut 150g,2,5.4,150,RRD,OLDER SINGLES/COUPLES,Premium
86029,2/07/2018,86,84329,109,Pringles Barbeque   134g,2,7.4,134,PRINGLES,NEW FAMILIES,Budget
86029,18/07/2018,86,84330,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,COBS,NEW FAMILIES,Budget
86029,22/08/2018,86,84331,7,Smiths Crinkle      Original 330g,2,11.4,330,SMITHS,NEW FAMILIES,Budget
86029,22/10/2018,86,84332,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,180,GRNWVES,NEW FAMILIES,Budget
86029,10/01/2019,86,84333,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,KETTLE,NEW FAMILIES,Budget
86030,26/08/2018,86,84334,38,Infuzions Mango     Chutny Papadums 70g,2,4.8,70,INFUZIONS,NEW FAMILIES,Budget
86030,6/10/2018,86,84335,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,175,KETTLE,NEW FAMILIES,Budget
86030,21/12/2018,86,84336,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,COBS,NEW FAMILIES,Budget
86030,6/03/2019,86,84337,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2,150,SMITHS,NEW FAMILIES,Budget
86030,15/04/2019,86,84338,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,NEW FAMILIES,Budget
86030,8/05/2019,86,84339,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,KETTLE,NEW FAMILIES,Budget
86031,17/09/2018,86,84340,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,150,KETTLE,OLDER SINGLES/COUPLES,Budget
86031,7/10/2018,86,84341,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,165,TYRRELLS,OLDER SINGLES/COUPLES,Budget
86031,28/10/2018,86,84342,98,NCC Sour Cream &    Garden Chives 175g,2,6,175,NATURAL,OLDER SINGLES/COUPLES,Budget
86031,15/01/2019,86,84343,40,Thins Chips Seasonedchicken 175g,2,6.6,175,THINS,OLDER SINGLES/COUPLES,Budget
86031,10/04/2019,86,84344,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,TOSTITOS,OLDER SINGLES/COUPLES,Budget
86031,13/04/2019,86,84345,92,WW Crinkle Cut      Chicken 175g,2,3.4,175,WOOLWORTHS,OLDER SINGLES/COUPLES,Budget
86032,19/05/2019,86,84351,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,1,2.7,150,RRD,OLDER SINGLES/COUPLES,Budget
86032,29/07/2018,86,84346,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Budget
86032,25/09/2018,86,84347,53,RRD Sweet Chilli &  Sour Cream 165g,2,6,165,RRD,OLDER SINGLES/COUPLES,Budget
86032,17/12/2018,86,84348,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2,300,OLD,OLDER SINGLES/COUPLES,Budget
86032,18/03/2019,86,84349,40,Thins Chips Seasonedchicken 175g,2,6.6,175,THINS,OLDER SINGLES/COUPLES,Budget
86032,18/03/2019,86,84349,26,Pringles Sweet&Spcy BBQ 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Budget
86032,21/04/2019,86,84350,113,Twisties Chicken270g,2,9.2,270,TWISTIES,OLDER SINGLES/COUPLES,Budget
86033,18/05/2019,86,84355,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,150,DORITOS,OLDER FAMILIES,Premium
86033,22/07/2018,86,84352,41,Doritos Salsa Mild  300g,2,5.2,300,DORITOS,OLDER FAMILIES,Premium
86033,28/10/2018,86,84353,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,150,KETTLE,OLDER FAMILIES,Premium
86033,24/01/2019,86,84354,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,170,SMITHS,OLDER FAMILIES,Premium
86034,14/08/2018,86,84358,68,Pringles Chicken    Salt Crips 134g,2,7.4,134,PRINGLES,OLDER FAMILIES,Mainstream
86034,11/07/2018,86,84356,11,RRD Pc Sea Salt     165g,2,6,165,RRD,OLDER FAMILIES,Mainstream
86034,9/08/2018,86,84357,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,COBS,OLDER FAMILIES,Mainstream
86034,9/10/2018,86,84359,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2,150,SMITHS,OLDER FAMILIES,Mainstream
86034,7/01/2019,86,84360,74,Tostitos Splash Of  Lime 175g,2,8.8,175,TOSTITOS,OLDER FAMILIES,Mainstream
86034,23/01/2019,86,84361,85,RRD Honey Soy       Chicken 165g,2,6,165,RRD,OLDER FAMILIES,Mainstream
86034,4/04/2019,86,84362,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6,175,SMITHS,OLDER FAMILIES,Mainstream
86034,18/06/2019,86,84363,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,150,RRD,OLDER FAMILIES,Mainstream
86035,4/08/2018,86,84364,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,INFUZIONS,OLDER FAMILIES,Mainstream
86035,5/09/2018,86,84365,40,Thins Chips Seasonedchicken 175g,2,6.6,175,THINS,OLDER FAMILIES,Mainstream
86035,26/02/2019,86,84368,92,WW Crinkle Cut      Chicken 175g,2,3.4,175,WOOLWORTHS,OLDER FAMILIES,Mainstream
86035,29/04/2019,86,84369,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,170,SMITHS,OLDER FAMILIES,Mainstream
86035,18/06/2019,86,84370,27,WW Supreme Cheese   Corn Chips 200g,2,3.8,200,WOOLWORTHS,OLDER FAMILIES,Mainstream
86036,19/12/2018,86,84371,110,WW Original Corn    Chips 200g,2,3.8,200,WOOLWORTHS,YOUNG SINGLES/COUPLES,Premium
86036,1/01/2019,86,84372,105,Woolworths Cheese   Rings 190g,2,3.6,190,WOOLWORTHS,YOUNG SINGLES/COUPLES,Premium
86036,8/01/2019,86,84373,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,170,SMITHS,YOUNG SINGLES/COUPLES,Premium
86036,16/01/2019,86,84374,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,175,SMITHS,YOUNG SINGLES/COUPLES,Premium
86036,27/06/2019,86,84375,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,175,KETTLE,YOUNG SINGLES/COUPLES,Premium
86037,28/09/2018,86,84376,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6,175,SMITHS,OLDER FAMILIES,Budget
86037,13/11/2018,86,84377,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,INFUZIONS,OLDER FAMILIES,Budget
86037,25/11/2018,86,84378,8,Smiths Crinkle Cut  Chips Original 170g,2,5.8,170,SMITHS,OLDER FAMILIES,Budget
86037,9/02/2019,86,84380,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6,175,SMITHS,OLDER FAMILIES,Budget
86037,20/02/2019,86,84381,42,Doritos Corn Chip Mexican Jalapeno 150g,2,7.8,150,DORITOS,OLDER FAMILIES,Budget
86037,1/05/2019,86,84382,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,170,SMITHS,OLDER FAMILIES,Budget
86037,25/06/2019,86,84383,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,INFUZIONS,OLDER FAMILIES,Budget
86038,31/08/2018,86,84384,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,170,SMITHS,YOUNG SINGLES/COUPLES,Premium
86038,22/02/2019,86,84385,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4,90,SUNBITES,YOUNG SINGLES/COUPLES,Premium
86038,11/11/2018,86,84386,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,PRINGLES,YOUNG SINGLES/COUPLES,Premium
86039,2/03/2019,86,84388,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2,150,SMITHS,OLDER SINGLES/COUPLES,Mainstream
86040,21/07/2018,86,84389,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,175,SMITHS,OLDER SINGLES/COUPLES,Mainstream
86040,22/09/2018,86,84390,47,Doritos Corn Chips  Original 170g,2,8.8,170,DORITOS,OLDER SINGLES/COUPLES,Mainstream
86040,5/04/2019,86,84391,111,Smiths Chip Thinly  Cut Original 175g,2,6,175,SMITHS,OLDER SINGLES/COUPLES,Mainstream
86040,10/06/2019,86,84392,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2,150,SMITHS,OLDER SINGLES/COUPLES,Mainstream
86040,17/06/2019,86,84393,50,Tostitos Lightly    Salted 175g,2,8.8,175,TOSTITOS,OLDER SINGLES/COUPLES,Mainstream
86041,26/08/2018,86,84394,94,Burger Rings 220g,2,4.6,220,BURGER,OLDER SINGLES/COUPLES,Budget
86041,15/01/2019,86,84395,106,Natural ChipCo      Hony Soy Chckn175g,2,6,175,NATURAL,OLDER SINGLES/COUPLES,Budget
86041,29/03/2019,86,84396,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,170,DORITOS,OLDER SINGLES/COUPLES,Budget
86041,13/04/2019,86,84397,62,Pringles Mystery    Flavour 134g,2,7.4,134,PRINGLES,OLDER SINGLES/COUPLES,Budget
86041,20/04/2019,86,84398,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,KETTLE,OLDER SINGLES/COUPLES,Budget
86041,12/05/2019,86,84399,98,NCC Sour Cream &    Garden Chives 175g,2,6,175,NATURAL,OLDER SINGLES/COUPLES,Budget
86042,6/08/2018,86,84400,62,Pringles Mystery    Flavour 134g,2,7.4,134,PRINGLES,RETIREES,Mainstream
86042,6/09/2018,86,84401,80,Natural ChipCo Sea  Salt & Vinegr 175g,2,6,175,NATURAL,RETIREES,Mainstream
86042,29/10/2018,86,84402,106,Natural ChipCo      Hony Soy Chckn175g,2,6,175,NATURAL,RETIREES,Mainstream
86042,21/11/2018,86,84403,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,170,SMITHS,RETIREES,Mainstream
86042,13/01/2019,86,84404,50,Tostitos Lightly    Salted 175g,2,8.8,175,TOSTITOS,RETIREES,Mainstream
86043,17/07/2018,86,84405,87,Infuzions BBQ Rib   Prawn Crackers 110g,1,3.8,110,INFUZIONS,YOUNG SINGLES/COUPLES,Mainstream
86043,1/01/2019,86,84406,36,Kettle Chilli 175g,2,10.8,175,KETTLE,YOUNG SINGLES/COUPLES,Mainstream
86044,21/07/2018,86,84407,7,Smiths Crinkle      Original 330g,2,11.4,330,SMITHS,OLDER FAMILIES,Budget
86044,22/07/2018,86,84408,23,Cheezels Cheese 330g,2,11.4,330,CHEEZELS,OLDER FAMILIES,Budget
86044,27/07/2018,86,84409,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,KETTLE,OLDER FAMILIES,Budget
86044,31/10/2018,86,84410,59,Old El Paso Salsa   Dip Tomato Med 300g,2,10.2,300,OLD,OLDER FAMILIES,Budget
86044,24/11/2018,86,84411,113,Twisties Chicken270g,2,9.2,270,TWISTIES,OLDER FAMILIES,Budget
86044,26/12/2018,86,84412,53,RRD Sweet Chilli &  Sour Cream 165g,2,6,165,RRD,OLDER FAMILIES,Budget
86044,27/12/2018,86,84413,78,Thins Chips Salt &  Vinegar 175g,2,6.6,175,THINS,OLDER FAMILIES,Budget
86044,4/03/2019,86,84414,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,170,DORITOS,OLDER FAMILIES,Budget
86044,24/03/2019,86,84415,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,OLDER FAMILIES,Budget
86044,13/05/2019,86,84416,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,380,SMITHS,OLDER FAMILIES,Budget
86045,6/09/2018,86,84417,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,TYRRELLS,YOUNG SINGLES/COUPLES,Mainstream
86045,24/01/2019,86,84418,50,Tostitos Lightly    Salted 175g,2,8.8,175,TOSTITOS,YOUNG SINGLES/COUPLES,Mainstream
86045,31/01/2019,86,84419,51,Doritos Mexicana    170g,2,8.8,170,DORITOS,YOUNG SINGLES/COUPLES,Mainstream
86045,13/03/2019,86,84420,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,380,SMITHS,YOUNG SINGLES/COUPLES,Mainstream
86045,30/04/2019,86,84421,44,Thins Chips Light&  Tangy 175g,2,6.6,175,THINS,YOUNG SINGLES/COUPLES,Mainstream
86045,9/05/2019,86,84422,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,175,KETTLE,YOUNG SINGLES/COUPLES,Mainstream
86045,3/06/2019,86,84423,88,Kettle Honey Soy    Chicken 175g,2,10.8,175,KETTLE,YOUNG SINGLES/COUPLES,Mainstream
86045,14/06/2019,86,84424,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,YOUNG SINGLES/COUPLES,Mainstream
86045,22/06/2019,86,84425,74,Tostitos Splash Of  Lime 175g,2,8.8,175,TOSTITOS,YOUNG SINGLES/COUPLES,Mainstream
86045,30/06/2019,86,84426,98,NCC Sour Cream &    Garden Chives 175g,2,6,175,NATURAL,YOUNG SINGLES/COUPLES,Mainstream
86046,10/07/2018,86,84427,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2,150,SMITHS,YOUNG SINGLES/COUPLES,Budget
86046,30/09/2018,86,84428,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,YOUNG SINGLES/COUPLES,Budget
86046,29/10/2018,86,84429,15,Twisties Cheese     270g,2,9.2,270,TWISTIES,YOUNG SINGLES/COUPLES,Budget
86046,5/12/2018,86,84430,64,Red Rock Deli SR    Salsa & Mzzrlla 150g,2,5.4,150,RRD,YOUNG SINGLES/COUPLES,Budget
86046,1/03/2019,86,84431,34,Pringles Slt Vingar 134g,2,7.4,134,PRINGLES,YOUNG SINGLES/COUPLES,Budget
86047,30/09/2018,86,84432,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4,150,RRD,RETIREES,Budget
86047,9/10/2018,86,84433,113,Twisties Chicken270g,2,9.2,270,TWISTIES,RETIREES,Budget
86047,23/10/2018,86,84434,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,380,SMITHS,RETIREES,Budget
86047,22/02/2019,86,84435,40,Thins Chips Seasonedchicken 175g,2,6.6,175,THINS,RETIREES,Budget
86048,18/05/2019,86,84443,18,Cheetos Chs & Bacon Balls 190g,5,16.5,190,CHEETOS,OLDER SINGLES/COUPLES,Premium
86048,31/07/2018,86,84436,11,RRD Pc Sea Salt     165g,2,6,165,RRD,OLDER SINGLES/COUPLES,Premium
86048,13/08/2018,86,84437,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,160,WOOLWORTHS,OLDER SINGLES/COUPLES,Premium
86048,27/09/2018,86,84438,85,RRD Honey Soy       Chicken 165g,2,6,165,RRD,OLDER SINGLES/COUPLES,Premium
86048,24/10/2018,86,84439,54,CCs Original 175g,2,4.2,175,CCS,OLDER SINGLES/COUPLES,Premium
86048,31/10/2018,86,84440,88,Kettle Honey Soy    Chicken 175g,2,10.8,175,KETTLE,OLDER SINGLES/COUPLES,Premium
86048,17/04/2019,86,84441,50,Tostitos Lightly    Salted 175g,2,8.8,175,TOSTITOS,OLDER SINGLES/COUPLES,Premium
86048,18/04/2019,86,84442,44,Thins Chips Light&  Tangy 175g,2,6.6,175,THINS,OLDER SINGLES/COUPLES,Premium
86048,3/06/2019,86,84444,29,French Fries Potato Chips 175g,2,6,175,FRENCH,OLDER SINGLES/COUPLES,Premium
86049,23/09/2018,86,84445,85,RRD Honey Soy       Chicken 165g,2,6,165,RRD,YOUNG SINGLES/COUPLES,Premium
86049,16/11/2018,86,84446,86,Cheetos Puffs 165g,2,5.6,165,CHEETOS,YOUNG SINGLES/COUPLES,Premium
86049,12/02/2019,86,84447,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,160,WOOLWORTHS,YOUNG SINGLES/COUPLES,Premium
86049,4/03/2019,86,84448,58,Red Rock Deli Chikn&Garlic Aioli 150g,2,5.4,150,RRD,YOUNG SINGLES/COUPLES,Premium
86049,24/03/2019,86,84449,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,YOUNG SINGLES/COUPLES,Premium
86049,23/06/2019,86,84450,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,150,RRD,YOUNG SINGLES/COUPLES,Premium
86050,24/07/2018,86,84451,86,Cheetos Puffs 165g,2,5.6,165,CHEETOS,NEW FAMILIES,Mainstream
86050,25/09/2018,86,84452,29,French Fries Potato Chips 175g,2,6,175,FRENCH,NEW FAMILIES,Mainstream
86050,17/12/2018,86,84453,89,Kettle Sweet Chilli And Sour Cream 175g,2,10.8,175,KETTLE,NEW FAMILIES,Mainstream
86050,5/03/2019,86,84454,106,Natural ChipCo      Hony Soy Chckn175g,2,6,175,NATURAL,NEW FAMILIES,Mainstream
86050,8/04/2019,86,84455,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,INFUZIONS,NEW FAMILIES,Mainstream
86050,1/06/2019,86,84456,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6,175,SMITHS,NEW FAMILIES,Mainstream
86051,22/08/2018,86,84457,72,WW Crinkle Cut      Original 175g,2,3.4,175,WOOLWORTHS,OLDER SINGLES/COUPLES,Mainstream
86051,24/08/2018,86,84458,5,Natural Chip        Compny SeaSalt175g,2,6,175,NATURAL,OLDER SINGLES/COUPLES,Mainstream
86051,22/09/2018,86,84459,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,INFUZIONS,OLDER SINGLES/COUPLES,Mainstream
86051,1/03/2019,86,84460,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,COBS,OLDER SINGLES/COUPLES,Mainstream
86051,9/03/2019,86,84461,71,Twisties Cheese     Burger 250g,2,8.6,250,TWISTIES,OLDER SINGLES/COUPLES,Mainstream
86051,19/03/2019,86,84462,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,175,SMITHS,OLDER SINGLES/COUPLES,Mainstream
86051,22/05/2019,86,84463,92,WW Crinkle Cut      Chicken 175g,2,3.4,175,WOOLWORTHS,OLDER SINGLES/COUPLES,Mainstream
86052,3/12/2018,86,84464,96,WW Original Stacked Chips 160g,2,3.8,160,WOOLWORTHS,RETIREES,Premium
86052,1/02/2019,86,84466,24,Grain Waves         Sweet Chilli 210g,2,7.2,210,GRNWVES,RETIREES,Premium
86052,15/03/2019,86,84467,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6,175,NATURAL,RETIREES,Premium
86052,22/03/2019,86,84468,50,Tostitos Lightly    Salted 175g,2,8.8,175,TOSTITOS,RETIREES,Premium
86053,16/07/2018,86,84469,96,WW Original Stacked Chips 160g,2,3.8,160,WOOLWORTHS,RETIREES,Mainstream
86053,16/01/2019,86,84470,53,RRD Sweet Chilli &  Sour Cream 165g,2,6,165,RRD,RETIREES,Mainstream
86053,15/04/2019,86,84471,1,Smiths Crinkle Cut  Chips Barbecue 170g,2,5.8,170,SMITHS,RETIREES,Mainstream
86053,3/05/2019,86,84472,5,Natural Chip        Compny SeaSalt175g,2,6,175,NATURAL,RETIREES,Mainstream
86054,12/09/2018,86,84473,41,Doritos Salsa Mild  300g,2,5.2,300,DORITOS,RETIREES,Premium
86054,16/09/2018,86,84474,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,RETIREES,Premium
86054,13/10/2018,86,84475,6,RRD Lime & Pepper   165g,2,6,165,RRD,RETIREES,Premium
86054,28/11/2018,86,84476,85,RRD Honey Soy       Chicken 165g,2,6,165,RRD,RETIREES,Premium
86054,29/11/2018,86,84477,81,Pringles Original   Crisps 134g,2,7.4,134,PRINGLES,RETIREES,Premium
86054,6/04/2019,86,84478,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,180,GRNWVES,RETIREES,Premium
86054,21/06/2019,86,84479,25,Pringles SourCream  Onion 134g,2,7.4,134,PRINGLES,RETIREES,Premium
86055,20/07/2018,86,84480,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2,150,SMITHS,YOUNG FAMILIES,Mainstream
86055,5/09/2018,86,84481,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,KETTLE,YOUNG FAMILIES,Mainstream
86055,27/01/2019,86,84482,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,GRNWVES,YOUNG FAMILIES,Mainstream
86055,17/02/2019,86,84483,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,2,3.4,90,SUNBITES,YOUNG FAMILIES,Mainstream
86055,2/03/2019,86,84484,37,Smiths Thinly       Swt Chli&S/Cream175G,2,6,175,SMITHS,YOUNG FAMILIES,Mainstream
86055,6/03/2019,86,84485,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,150,SMITHS,YOUNG FAMILIES,Mainstream
86055,6/04/2019,86,84486,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,175,SMITHS,YOUNG FAMILIES,Mainstream
86056,5/07/2018,86,84487,5,Natural Chip        Compny SeaSalt175g,2,6,175,NATURAL,OLDER SINGLES/COUPLES,Mainstream
86056,24/08/2018,86,84488,111,Smiths Chip Thinly  Cut Original 175g,2,6,175,SMITHS,OLDER SINGLES/COUPLES,Mainstream
86056,14/09/2018,86,84489,22,Thins Chips         Originl saltd 175g,2,6.6,175,THINS,OLDER SINGLES/COUPLES,Mainstream
86056,13/11/2018,86,84490,44,Thins Chips Light&  Tangy 175g,2,6.6,175,THINS,OLDER SINGLES/COUPLES,Mainstream
86056,12/12/2018,86,84491,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,150,KETTLE,OLDER SINGLES/COUPLES,Mainstream
86056,26/01/2019,86,84493,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6,175,NATURAL,OLDER SINGLES/COUPLES,Mainstream
86057,9/10/2018,86,84494,46,Kettle Original 175g,2,10.8,175,KETTLE,YOUNG SINGLES/COUPLES,Budget
86057,8/02/2019,86,84496,45,Smiths Thinly Cut   Roast Chicken 175g,2,6,175,SMITHS,YOUNG SINGLES/COUPLES,Budget
86057,25/04/2019,86,84497,98,NCC Sour Cream &    Garden Chives 175g,2,6,175,NATURAL,YOUNG SINGLES/COUPLES,Budget
86057,18/06/2019,86,84498,74,Tostitos Splash Of  Lime 175g,2,8.8,175,TOSTITOS,YOUNG SINGLES/COUPLES,Budget
86058,23/07/2018,86,84499,79,Smiths Chip Thinly  CutSalt/Vinegr175g,2,6,175,SMITHS,MIDAGE SINGLES/COUPLES,Mainstream
86058,23/11/2018,86,84500,65,Old El Paso Salsa   Dip Chnky Tom Ht300g,2,10.2,300,OLD,MIDAGE SINGLES/COUPLES,Mainstream
86058,20/03/2019,86,84501,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,380,SMITHS,MIDAGE SINGLES/COUPLES,Mainstream
86058,10/04/2019,86,84502,38,Infuzions Mango     Chutny Papadums 70g,2,4.8,70,INFUZIONS,MIDAGE SINGLES/COUPLES,Mainstream
86058,24/06/2019,86,84503,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,THINS,MIDAGE SINGLES/COUPLES,Mainstream
86059,13/07/2018,86,84504,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6,175,SMITHS,OLDER SINGLES/COUPLES,Premium
86059,26/10/2018,86,84505,30,Doritos Corn Chips  Cheese Supreme 170g,2,8.8,170,DORITOS,OLDER SINGLES/COUPLES,Premium
86059,3/11/2018,86,84506,2,Cobs Popd Sour Crm  &Chives Chips 110g,2,7.6,110,COBS,OLDER SINGLES/COUPLES,Premium
86059,20/11/2018,86,84507,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,THINS,OLDER SINGLES/COUPLES,Premium
